title,description,director,year,actors,categories
Winter's Bone,"title: Winter's Bone ,Description: An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.",Debra Granik,2010,"['jennifer lawrence', ' john hawkes', ' garret dillahunt', 'isaiah stone']",['drama']
Horrible Bosses,"title: Horrible Bosses ,Description: Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.",Seth Gordon,2011,"['jason bateman', ' charlie day', ' jason sudeikis', ' steve wiebe']","['comedy', 'crime']"
Mommy,"title: Mommy ,Description: A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Xavier Dolan,2014,"['anne dorval', ' antoine-olivier pilon', ' suzanne clément', 'patrick huard']",['drama']
Hellboy II: The Golden Army,"title: Hellboy II: The Golden Army ,Description: The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",Guillermo del Toro,2008,"['ron perlman', ' selma blair', ' doug jones', ' john alexander']","['action', 'adventure', 'fantasy']"
Beautiful Creatures,"title: Beautiful Creatures ,Description: Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",Richard LaGravenese,2013,"['alice englert', ' viola davis', ' emma thompson', 'alden ehrenreich']","['drama', 'fantasy', 'romance']"
Toni Erdmann,"title: Toni Erdmann ,Description: A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.",Maren Ade,2016,"['sandra hüller', ' peter simonischek', ' michael wittenborn', 'thomas loibl']","['comedy', 'drama']"
The Lovely Bones,"title: The Lovely Bones ,Description: Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.",Peter Jackson,2009,"['rachel weisz', ' mark wahlberg', ' saoirse ronan', ' susan sarandon']","['drama', 'fantasy', 'thriller']"
The Assassination of Jesse James by the Coward Robert Ford,"title: The Assassination of Jesse James by the Coward Robert Ford ,Description: Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",Andrew Dominik,2007,"['brad pitt', ' casey affleck', ' sam shepard', ' mary-louise parker']","['biography', 'crime', 'drama']"
Don Jon,"title: Don Jon ,Description: A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",Joseph Gordon-Levitt,2013,"['joseph gordon-levitt', ' scarlett johansson', 'julianne moore', ' tony danza']","['comedy', 'drama', 'romance']"
Bastille Day,"title: Bastille Day ,Description: A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.",James Watkins,2016,"['idris elba', ' richard madden', ' charlotte le bon', ' kelly reilly']","['action', 'crime', 'drama']"
2307: Winter's Dream,"title: 2307: Winter's Dream ,Description: In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.",Joey Curtis,2016,"['paul sidhu', ' branden coles', ' arielle holmes', ' kelcey watson']",['sci-fi']
Free State of Jones,"title: Free State of Jones ,Description: A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.",Gary Ross,2016,"['matthew mcconaughey', ' gugu mbatha-raw', ' mahershala ali', ' keri russell']","['action', 'biography', 'drama']"
Mr. Right,"title: Mr. Right ,Description: A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",Paco Cabezas,2015,"['anna kendrick', ' sam rockwell', ' tim roth', ' james ransone']","['action', 'comedy', 'romance']"
The Secret Life of Walter Mitty,"title: The Secret Life of Walter Mitty ,Description: When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",Ben Stiller,2013,"['ben stiller', ' kristen wiig', ' jon daly', ' kathryn hahn']","['adventure', 'comedy', 'drama']"
Dope,"title: Dope ,Description: Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa,2015,"['shameik moore', ' tony revolori', ' kiersey clemons', 'kimberly elise']","['comedy', 'crime', 'drama']"
Underworld Awakening,"title: Underworld Awakening ,Description: When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Måns Mårlind,2012,"['kate beckinsale', ' michael ealy', ' india eisley', ' stephen rea']","['action', 'fantasy', 'horror']"
Antichrist,"title: Antichrist ,Description: A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",Lars von Trier,2009,"['willem dafoe', ' charlotte gainsbourg', ' storm acheche sahlstrøm']","['drama', 'horror']"
Friday the 13th,"title: Friday the 13th ,Description: A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",Marcus Nispel,2009,"['jared padalecki', ' amanda righetti', ' derek mears', 'danielle panabaker']",['horror']
Taken 3,"title: Taken 3 ,Description: Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",Olivier Megaton,2014,"['liam neeson', ' forest whitaker', ' maggie grace', 'famke janssen']","['action', 'thriller']"
Total Recall,"title: Total Recall ,Description: A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",Len Wiseman,2012,"['colin farrell', ' bokeem woodbine', ' bryan cranston', 'kate beckinsale']","['action', 'adventure', 'mystery']"
X-Men: The Last Stand,"title: X-Men: The Last Stand ,Description: When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Brett Ratner,2006,"['patrick stewart', ' hugh jackman', ' halle berry', ' famke janssen']","['action', 'adventure', 'fantasy']"
The Escort,"title: The Escort ,Description: Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",Will Slocombe,2016,"['lyndsy fonseca', ' michael doneger', ' tommy dewey', 'bruce campbell']","['comedy', 'drama', 'romance']"
The Whole Truth,"title: The Whole Truth ,Description: A defense attorney works to get his teenage client acquitted of murdering his wealthy father.",Courtney Hunt,2016,"['keanu reeves', ' renée zellweger', ' gugu mbatha-raw', ' gabriel basso']","['crime', 'drama', 'mystery']"
Night at the Museum: Secret of the Tomb,"title: Night at the Museum: Secret of the Tomb ,Description: Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Shawn Levy,2014,"['ben stiller', ' robin williams', ' owen wilson', ' dick van dyke']","['adventure', 'comedy', 'family']"
Love & Other Drugs,"title: Love & Other Drugs ,Description: A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.",Edward Zwick,2010,"['jake gyllenhaal', ' anne hathaway', ' judy greer', ' oliver platt']","['comedy', 'drama', 'romance']"
The Interview,"title: The Interview ,Description: Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",Evan Goldberg,2014,"['james franco', ' seth rogen', ' randall park', ' lizzy caplan']",['comedy']
The Host,"title: The Host ,Description: A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.",Bong Joon Ho,2006,"['kang-ho song', ' hee-bong byun', ' hae-il park', ' doona bae']","['comedy', 'drama', 'horror']"
Megan Is Missing,"title: Megan Is Missing ,Description: Two teenage girls encounter an Internet child predator.",Michael Goi,2011,"['amber perkins', ' rachel quinn', ' dean waite', ' jael elizabeth steinmeyer']","['drama', 'horror', 'thriller']"
WALL-E,"title: WALL-E ,Description: In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,2008,"['ben burtt', ' elissa knight', ' jeff garlin', ' fred willard']","['animation', 'adventure', 'family']"
Knocked Up,"title: Knocked Up ,Description: For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",Judd Apatow,2007,"['seth rogen', ' katherine heigl', ' paul rudd', ' leslie mann']","['comedy', 'romance']"
Source Code,"title: Source Code ,Description: A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.",Duncan Jones,2011,"['jake gyllenhaal', ' michelle monaghan', ' vera farmiga', 'jeffrey wright']","['mystery', 'romance', 'sci-fi']"
Lawless,"title: Lawless ,Description: Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",John Hillcoat,2012,"['tom hardy', ' shia labeouf', ' guy pearce', ' jason clarke']","['crime', 'drama']"
Unfriended,"title: Unfriended ,Description: A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",Levan Gabriadze,2014,"['heather sossaman', ' matthew bohrer', ' courtney halverson', ' shelley hennig']","['drama', 'horror', 'mystery']"
American Reunion,"title: American Reunion ,Description: Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",Jon Hurwitz,2012,"['jason biggs', ' alyson hannigan', 'seann william scott', ' chris klein']",['comedy']
